t_5s,fr_cool,T_in,duty,T_chamber,T_cool,gap,T_out
427,99.286,260.326,187.778,1065.7164,146.341,39.12,319.278
428,99.284,261.311,187.778,1065.7164,146.4605,39.12,319.278
429,99.288,261.473,187.778,1065.7164,146.45775,39.12,319.278
430,99.292,261.376,187.778,1065.7164,146.3425,39.1,319.278
431,99.29,262.458,187.778,1065.7164,146.431,39.1,319.278
432,99.29,261.885,187.778,1065.7164,146.42975,39.11,299.82
433,99.282,262.188,187.778,1065.7164,146.4725,39.11,294.282
434,99.29,262.404,187.778,1065.7164,146.45775,39.1,294.048
435,99.297,262.231,187.778,1065.7164,146.44575,39.1,294.048
436,99.284,262.372,187.778,1065.7164,146.39875,39.1,294.024
437,99.286,262.166,187.778,1065.7164,146.5035,39.13,294.024
438,99.292,261.517,187.778,1065.7164,146.4605,39.13,294
439,99.288,262.209,187.778,1065.7164,146.4415,39.15,294.024
440,99.299,262.761,187.778,1065.7164,146.431,39.17,294.024
441,99.299,263.368,187.778,1065.7164,146.41075,39.17,294.024
442,99.29,264.19,187.778,1065.7164,146.4415,39.2,259.968
443,99.301,264.569,187.778,1065.7164,146.43875,39.21,253.368
444,99.294,265.143,187.778,1065.7164,146.474,39.24,253.236
445,99.294,266.204,187.778,1065.7164,146.5035,39.28,253.236
446,99.297,266.842,187.778,1065.7164,146.42975,39.34,253.236
447,99.299,266.777,187.778,1065.7164,146.4725,39.35,253.212
448,99.305,267.383,187.778,1065.7164,146.46975,39.4,253.212
449,99.303,268.368,187.778,1065.7164,146.5035,39.48,253.212
450,99.305,268.401,187.778,1065.7164,146.4135,39.52,253.212
451,99.29,268.52,187.778,1065.7164,146.471,39.57,253.212
452,99.313,268.044,187.778,1065.7164,146.50075,39.63,222.012
453,99.311,267.654,187.778,1065.7164,146.55975,39.67,212.634
454,99.309,267.546,187.778,1065.7164,146.53025,39.73,212.454
455,99.309,267.578,187.778,1065.7164,146.52725,39.81,212.4
456,99.309,267.881,187.778,1065.7164,146.46975,39.87,212.424
457,99.307,268.704,187.778,1065.7164,146.5315,39.94,212.424
458,99.303,269.072,187.778,1065.7164,146.455,39.98,212.4
459,99.303,268.801,187.778,1065.7164,146.48575,40.04,212.4
460,99.311,269.224,187.778,1065.7164,146.502,40.12,212.4
461,99.313,269.159,187.778,1065.7164,146.5155,40.16,212.4
462,99.311,268.964,187.778,1065.7164,146.483,40.27,189.432
463,99.299,268.412,187.778,1065.7164,146.54625,40.35,174.084
464,99.303,267.383,187.778,1065.7164,146.4845,40.45,172.836
465,99.315,266.626,187.778,1065.7164,146.49925,40.48,172.806
466,99.326,265.673,187.778,1065.7164,146.53,40.58,172.806
467,99.315,265.197,187.778,1065.7164,146.545,40.61,172.806
468,99.315,263.259,187.778,1065.7164,146.57575,40.69,172.782
469,99.322,262.134,187.778,1065.7164,146.55825,40.77,172.782
470,99.311,261.473,187.778,1065.7164,146.5625,40.85,172.782
471,99.307,260.412,187.778,1065.7164,146.53025,40.94,172.782
472,99.311,260.077,187.778,1065.7164,146.58775,41.02,146.466
473,66.986,259.622,187.778,1065.7164,146.5315,41.09,144.024
474,57.179,258.767,187.778,1065.7164,146.5315,41.17,142.776
475,56.774,258.475,187.778,1065.7164,146.604,41.24,142.776
476,56.77,258.096,187.778,1065.7164,146.5745,41.31,142.776
477,56.77,258.042,187.778,1065.7164,146.57575,41.38,142.776
478,56.887,257.533,187.778,1065.7164,146.61875,41.44,142.752
479,56.879,257.338,187.778,1065.7164,146.61725,41.52,142.776
480,56.894,257.295,187.778,1065.7164,146.52875,41.57,142.752
481,56.875,256.115,187.778,1065.7164,146.604,41.63,142.752
482,56.889,256.278,187.778,1065.7164,146.49925,41.71,131.448
483,47.142,255.758,187.778,1065.7164,146.61725,41.74,128.358
484,38.271,255.736,187.778,1065.7164,146.53025,41.83,128.388
485,37.541,256.299,187.778,1065.7164,146.5745,41.84,128.358
486,37.62,255.91,187.778,1065.7164,146.5745,41.88,128.358
487,37.715,255.78,187.778,1065.7164,146.58625,41.92,127.344
488,37.719,255.78,187.778,1065.7164,146.5435,41.93,127.14
489,37.608,255.79,187.778,1065.7164,146.52725,41.99,128.358
490,37.608,256.169,187.778,1065.7164,146.604,41.99,128.358
491,37.606,256.895,187.778,1065.7164,146.58625,41.99,127.164
492,37.595,257.631,187.778,1065.7164,146.58775,41.99,118.854
493,37.599,257.317,187.778,1065.7164,146.53025,41.99,116.412
494,37.61,257.587,187.778,1065.7164,146.64525,42.01,116.412
495,35.082,257.804,187.778,1065.7164,146.6285,42.03,116.412
496,34.083,257.728,187.778,1065.7164,146.5035,42,116.412
497,34.14,257.836,187.778,1065.7164,146.58425,41.99,116.412
498,34.435,258.432,187.778,1065.7164,146.6305,41.99,116.382
499,34.072,258.064,187.778,1065.7164,146.6335,41.99,116.382
500,34.486,257.901,187.778,1065.7164,146.6335,41.99,116.382
501,34.503,258.172,187.778,1065.7164,146.6335,41.99,116.382
502,34.5,257.988,187.778,1065.7164,146.61375,41.99,112.746
503,34.423,257.436,187.778,1065.7164,146.67625,41.99,111.576
504,34.498,257.122,187.778,1065.7164,146.61725,41.99,111.552
505,34.49,257.263,187.778,1065.7164,146.66,41.99,111.552
506,34.488,256.775,187.778,1065.7164,146.64325,41.98,111.528
507,34.482,256.288,187.778,1065.7164,146.604,41.98,111.552
508,34.479,256.029,187.778,1065.7164,146.6895,41.99,111.528
509,34.486,256.591,187.778,1065.7164,146.691,41.99,111.552
510,31.06,256.83,187.778,1065.7164,146.67475,42.01,111.552
511,28.137,256.765,187.778,1065.7164,146.6305,42.03,111.528
512,27.558,257.544,187.778,1065.7164,146.64325,42.03,108.072
513,27.138,257.598,187.778,1065.7164,146.61375,42.05,107.964
514,27.818,257.133,187.778,1065.7164,146.67625,42.07,107.94
515,27.421,256.721,187.778,1065.7164,146.67275,42.11,107.94
516,27.879,256.072,187.778,1065.7164,146.67475,42.13,107.964
517,27.738,256.505,187.778,1065.7164,146.568,42.18,107.964
518,27.963,256.548,187.778,1065.7164,146.70225,42.21,107.94
519,27.766,256.278,187.778,1065.7164,146.6875,42.24,107.94
520,27.986,257.187,187.778,1065.7164,146.6845,42.27,107.94
521,27.361,257.024,187.778,1065.7164,146.686,42.3,107.94
522,27.763,257.003,187.778,1065.7164,146.6565,42.32,105.708
523,27.528,256.429,187.778,1065.7164,146.686,42.33,105.552
524,26.975,256.029,187.778,1065.7164,146.60925,42.38,105.522
525,23.242,255.65,187.778,1065.7164,146.67275,42.41,105.552
526,22.059,255.704,187.778,1065.7164,146.66975,42.45,105.552
527,21.805,255.92,187.778,1065.7164,146.72875,42.49,105.552
528,21.694,256.148,187.778,1065.7164,146.6875,42.52,105.552
529,21.549,255.92,187.778,1065.7164,146.63875,42.55,105.552
530,21.612,255.942,187.778,1065.7164,146.6535,42.57,105.552
531,21.985,255.747,187.778,1065.7164,146.66975,42.6,105.006
532,21.691,255.39,187.778,1065.7164,146.6895,42.64,101.964
533,21.771,255.336,187.778,1065.7164,146.68325,42.68,101.964
534,21.698,255.217,187.778,1065.7164,146.655,42.7,101.964
535,21.872,255.455,187.778,1065.7164,146.71125,42.73,101.964
536,21.884,255.293,187.778,1065.7164,146.6845,42.76,101.964
537,21.884,255.022,187.778,1065.7164,146.75825,42.79,101.964
538,21.887,254.351,187.778,1065.7164,146.7275,42.8,101.994
539,21.887,253.106,187.778,1065.7164,146.71275,42.82,101.964
540,21.884,253.474,187.778,1065.7164,146.7275,42.86,101.964
541,21.889,252.597,187.778,1065.7164,146.714,42.9,101.964
542,21.882,252.197,187.778,1065.7164,146.77175,42.91,99.78
543,21.884,251.656,187.778,1065.7164,146.639,42.92,99.576
544,21.88,250.855,187.778,1065.7164,146.6845,42.96,99.576
545,21.884,249.967,187.778,1065.7164,146.7865,42.99,99.552
546,21.893,248.939,187.778,1065.7164,146.74225,43.02,99.552
547,21.889,248.3,187.778,1065.7164,146.698,43.05,99.576
548,21.891,246.86,187.778,1065.7164,146.8295,43.06,99.552
549,21.884,245.507,187.778,1065.7164,146.69925,43.06,99.552
550,21.889,245.172,187.778,1065.7164,146.726,43.06,99.552
551,21.893,244.609,187.778,1065.7164,146.71125,43.06,99.576
552,22.01,244.317,187.778,1065.7164,146.757,43.12,97.602
553,21.891,245.053,187.778,1065.7164,146.7555,43.12,97.188
554,21.893,245.128,187.778,1065.7164,146.71275,43.14,97.188
555,21.889,245.053,187.778,1065.7164,146.7585,43.15,97.188
556,21.893,245.377,187.778,1065.7164,146.75825,43.17,97.188
557,21.897,246.319,187.778,1065.7164,146.75975,43.16,97.188
558,21.901,245.929,187.778,1065.7164,146.776,43.12,97.212
559,21.895,246.092,187.778,1065.7164,146.7435,43.13,97.188
560,21.903,245.832,187.778,1065.7164,146.75825,43.11,97.188
561,21.901,245.442,187.778,1065.7164,146.745,43.11,97.188
562,21.897,246.135,187.778,1065.7164,146.75825,43.09,95.94
563,21.901,246.33,187.778,1065.7164,146.80275,43.06,95.94
564,21.901,246.698,187.778,1065.7164,146.77175,43.03,95.94
565,21.901,247.618,187.778,1065.7164,146.8055,43.01,95.94
566,21.905,247.975,187.778,1065.7164,146.77175,42.98,95.91
567,21.903,248.105,187.778,1065.7164,146.773,42.93,95.91
568,21.901,248.841,187.778,1065.7164,146.72875,42.89,95.91
569,21.903,249.783,187.778,1065.7164,146.74375,42.84,95.91
570,21.91,249.707,187.778,1065.7164,146.78925,42.83,95.94
571,21.905,249.047,187.778,1065.7164,146.745,42.78,95.94
572,21.905,249.891,187.778,1065.7164,146.7745,42.74,94.77
573,21.903,249.155,187.778,1065.7164,146.757,42.69,94.716
574,21.908,249.318,187.778,1065.7164,146.847,42.68,94.716
575,21.897,249.599,187.778,1065.7164,146.74225,42.63,94.692
576,21.901,249.263,187.778,1065.7164,146.757,42.6,94.692
577,21.905,248.96,187.778,1065.7164,146.7555,42.55,94.716
578,21.905,248.571,187.778,1065.7164,146.7865,42.54,94.692
579,22.061,248.3,187.778,1065.7164,146.79975,42.49,94.716
580,22.113,248.224,187.778,1065.7164,146.77175,42.46,94.716
581,22.122,248.04,187.778,1065.7164,146.7865,42.45,94.716
582,22.132,248.343,187.778,1065.7164,146.7585,42.45,94.926
583,22.134,248.657,187.778,1065.7164,146.77175,42.42,95.91
584,22.128,248.603,187.778,1065.7164,146.7745,42.4,95.94
585,22.128,248.906,187.778,1065.7164,146.757,42.38,95.91
586,22.134,249.036,187.778,1065.7164,146.78925,42.37,95.94
587,22.134,249.35,187.778,1065.7164,146.80125,42.33,95.94
588,22.132,249.047,187.778,1065.7164,146.80125,42.33,95.94
589,22.134,248.116,187.778,1065.7164,146.78525,42.33,95.91
590,22.132,247.369,187.778,1065.7164,146.84425,42.33,95.94
591,22.134,247.672,187.778,1065.7164,146.8575,42.32,95.91
592,22.134,247.532,187.778,1065.7164,146.87375,42.31,96.978
593,22.138,247.715,187.778,1065.7164,146.81325,42.3,97.188
594,22.134,247.889,187.778,1065.7164,146.79975,42.27,97.158
595,22.01,247.304,187.778,1065.7164,146.78375,42.26,97.188
596,21.975,246.417,187.778,1065.7164,146.7675,42.26,97.158
597,22.134,245.475,187.778,1065.7164,146.84425,42.24,97.158
598,22.138,245.074,187.778,1065.7164,146.8145,42.2,97.188
599,22.138,244.566,187.778,1065.7164,146.797,42.19,97.188
600,22.138,243.938,187.778,1065.7164,146.84425,42.18,97.188
601,22.138,242.92,187.778,1065.7164,146.84425,42.17,97.158
602,22.134,242.336,187.778,1065.7164,146.90325,42.14,97.728
603,22.14,241.145,187.778,1065.7164,146.81325,42.13,98.352
604,22.14,240.442,187.778,1065.7164,146.8385,42.13,98.382
605,22.14,239.781,187.778,1065.7164,146.88275,42.12,98.352
606,22.143,239.954,187.778,1065.7164,146.8295,42.07,98.382
607,22.132,240.312,187.778,1065.7164,146.8,42.04,98.352
608,22.138,239.467,187.778,1065.7164,146.84425,42.01,98.382
609,22.14,238.666,187.778,1065.7164,146.828,41.99,98.382
610,19.946,238.536,187.778,1065.7164,146.84275,41.95,98.382
611,16.234,237.573,187.778,1065.7164,146.90025,41.91,98.352
612,14.94,238.158,187.778,1065.7164,146.87075,41.84,97.212
613,14.9,237.941,187.778,1065.7164,146.8605,41.81,97.188
614,15.072,237.952,187.778,1065.7164,146.83075,41.73,97.188
615,15.118,237.216,187.778,1065.7164,146.96225,41.63,97.158
616,15.114,237.638,187.778,1065.7164,146.797,41.55,97.158
617,15.108,237.27,187.778,1065.7164,146.8295,41.46,97.158
618,15.114,236.642,187.778,1065.7164,146.84425,41.38,97.188
619,15.114,236.621,187.778,1065.7164,146.86025,41.29,97.158
620,15.089,237.129,187.778,1065.7164,146.8455,41.19,97.188
621,15.032,236.88,187.778,1065.7164,146.87375,41.09,97.188
622,15.036,237.053,187.778,1065.7164,146.7865,40.98,95.286
623,15.038,237.27,187.778,1065.7164,146.89,40.82,94.716
624,15.032,236.956,187.778,1065.7164,146.92075,40.67,94.716
625,15.028,237.032,187.778,1065.7164,146.83375,40.58,94.716
626,15.286,236.458,187.778,1065.7164,146.9475,40.46,94.716
627,15.057,235.776,187.778,1065.7164,146.918,40.31,94.716
628,15.04,235.83,187.778,1065.7164,146.86175,40.16,94.716
629,15.051,235.603,187.778,1065.7164,146.8765,40.03,94.716
630,15.038,235.733,187.778,1065.7164,146.90325,39.89,94.692
631,15.036,235.993,187.778,1065.7164,146.93275,39.75,94.692
632,15.04,236.75,187.778,1065.7164,146.84125,39.58,93.546
633,15.036,237.205,187.778,1065.7164,146.8765,39.43,93.522
634,15.034,237.335,187.778,1065.7164,146.8455,39.29,93.498
635,15.036,237.941,187.778,1065.7164,146.9355,39.14,93.522
636,15.034,238.298,187.778,1065.7164,146.90475,38.99,93.522
637,15.034,238.363,187.778,1065.7164,146.878,38.86,93.522
638,15.036,238.266,187.778,1065.7164,146.934,38.7,93.546
639,15.038,238.363,187.778,1065.7164,146.96375,38.53,93.522
640,15.038,238.493,187.778,1065.7164,146.90475,38.38,93.522
641,15.036,239.283,187.778,1065.7164,146.78525,38.24,93.522
642,15.036,240.117,187.778,1065.7164,146.918,38.06,93.522
643,15.034,240.669,187.778,1065.7164,146.9195,37.9,93.522
644,15.036,241.524,187.778,1065.7164,146.99475,37.74,93.522
645,15.036,242.541,187.778,1065.7164,146.84575,37.58,93.522
646,15.034,243.429,187.778,1065.7164,146.8885,37.45,93.522
647,15.034,243.873,187.778,1065.7164,146.859,37.3,93.546
648,15.036,244.36,187.778,1065.7164,146.9785,37.14,93.522
649,15.036,244.403,187.778,1065.7164,146.92225,37.04,93.522
650,15.036,244.62,187.778,1065.7164,146.93425,36.88,93.522
651,15.034,244.977,187.778,1065.7164,146.90475,36.78,93.522
652,15.114,245.248,187.778,1065.7164,146.93425,36.64,93.858
653,15.116,245.648,187.778,1065.7164,146.89,36.51,94.716
654,15.116,246.189,187.778,1065.7164,146.89,36.39,94.716
655,15.112,246.99,187.778,1065.7164,146.90475,36.27,94.716
656,15.116,247.564,187.778,1065.7164,146.949,36.14,94.692
657,15.112,247.964,187.778,1065.7164,146.9785,36.05,94.716
658,15.118,248.203,187.778,1065.7164,146.92225,35.95,94.692
659,15.116,248.581,187.778,1065.7164,146.93425,35.83,94.692
660,15.116,249.069,187.778,1065.7164,146.965,35.76,94.692
661,15.116,249.253,187.778,1065.7164,146.93275,35.66,94.692
662,15.116,249.48,187.778,1065.7164,146.92075,35.64,97.134
663,15.116,249.707,187.778,1065.7164,146.918,35.43,97.188
664,15.116,249.545,187.778,1065.7164,146.949,35.34,97.188
665,15.116,249.718,187.778,1065.7164,146.946,35.34,97.188
666,15.118,249.675,187.778,1065.7164,146.93125,35.31,97.188
667,15.116,249.696,187.778,1065.7164,147.00375,35.3,97.188
668,15.116,249.588,187.778,1065.7164,146.977,35.21,97.158
669,15.116,249.426,187.778,1065.7164,146.95925,35.2,97.188
670,15.114,248.192,187.778,1065.7164,146.92975,35.12,97.188
671,15.114,248.094,187.778,1065.7164,146.9475,35.06,97.188
672,15.116,248.084,187.778,1065.7164,146.99175,35.05,98.328
673,15.118,246.99,187.778,1065.7164,146.9195,35.08,99.522
674,15.116,246.038,187.778,1065.7164,146.96075,35.09,99.552
675,15.114,245.724,187.778,1065.7164,146.9755,35.1,99.552
676,15.116,244.652,187.778,1065.7164,146.9725,35.1,99.552
677,15.116,244.014,187.778,1065.7164,146.95925,35.09,99.576
678,15.116,242.931,187.778,1065.7164,147.017,35.06,99.552
679,15.118,242.033,187.778,1065.7164,146.9475,35.17,99.552
680,15.118,241.123,187.778,1065.7164,146.9755,35.1,99.576
681,15.116,239.944,187.778,1065.7164,147.033,35.18,99.576
682,15.116,238.32,187.778,1065.7164,146.943,35.16,99.552
683,15.118,237.443,187.778,1065.7164,147.00225,35.27,99.552
684,15.116,236.144,187.778,1065.7164,146.99025,35.29,99.576
685,15.118,235.029,187.778,1065.7164,146.94175,35.29,99.552
686,15.116,234.412,187.778,1065.7164,146.98875,35.34,99.552
687,15.116,234.347,187.778,1065.7164,147.017,35.46,99.552
688,15.118,233.741,187.778,1065.7164,146.9875,35.51,99.552
689,15.116,233.135,187.778,1065.7164,146.9255,35.52,99.552
690,15.118,232.323,187.778,1065.7164,146.9445,35.61,99.552
691,15.116,232.312,187.778,1065.7164,146.9725,35.68,99.576
692,15.118,232.074,187.778,1065.7164,146.97275,35.74,99.552
693,15.118,231.901,187.778,1065.7164,147.033,35.8,99.576
694,15.118,230.765,187.778,1065.7164,146.986,35.87,99.552
695,15.118,230.245,187.778,1065.7164,147.017,35.92,99.576
696,15.116,229.996,187.778,1065.7164,147.04375,35.97,99.552
697,15.116,229.92,187.778,1065.7164,146.97,36.05,99.576
698,15.118,228.957,187.778,1065.7164,146.986,36.09,99.576
699,15.12,228.914,187.778,1065.7164,147.03175,36.15,99.552
700,15.116,228.34,187.778,1065.7164,146.9565,36.18,99.552
701,15.116,227.452,187.778,1065.7164,147.045,36.26,99.552
702,15.116,226.846,187.778,1065.7164,147.01275,36.37,99.552
703,15.12,226.597,187.778,1065.7164,146.97125,36.43,99.576
704,15.116,226.283,187.778,1065.7164,147.06125,36.46,99.576
705,15.12,225.948,187.778,1065.7164,147.002,36.53,99.552
706,15.116,224.941,187.778,1065.7164,146.998,36.6,99.552
707,15.118,224.4,187.778,1065.7164,146.98725,36.65,99.576
708,15.118,223.783,187.778,1065.7164,147.04225,36.68,99.552
709,15.118,222.928,187.778,1065.7164,147.0465,36.75,99.576
710,15.12,221.975,187.778,1065.7164,146.98175,36.81,99.552
711,15.12,221.618,187.778,1065.7164,147.03175,36.85,99.576
712,15.12,221.098,187.778,1065.7164,147.057,36.88,99.108
713,15.118,220.471,187.778,1065.7164,146.98325,36.95,98.382
714,15.12,219.919,187.778,1065.7164,147.04375,36.97,98.382
715,15.118,219.518,187.778,1065.7164,147.07175,37.04,98.382
716,15.118,218.154,187.778,1065.7164,147.01275,37.07,98.382
717,15.12,217.732,187.778,1065.7164,147.07025,37.12,98.382
718,15.12,217.169,187.778,1065.7164,147.04375,37.17,98.382
719,15.12,216.411,187.778,1065.7164,147.00075,37.17,98.382
720,15.12,216.444,187.778,1065.7164,147.04375,37.19,98.382
721,15.12,216.119,187.778,1065.7164,147.014,37.21,98.382
722,15.118,215.102,187.778,1065.7164,147.0865,37.24,98.382
723,15.12,214.831,187.778,1065.7164,147.045,37.25,98.382
724,15.122,214.625,187.778,1065.7164,147.06875,37.26,98.352
725,15.122,214.56,187.778,1065.7164,147.04375,37.27,98.382
726,15.12,214.918,187.778,1065.7164,146.9965,37.28,98.382
727,15.12,214.247,187.778,1065.7164,147.01275,37.3,98.382
728,15.122,214.138,187.778,1065.7164,147.02875,37.3,98.382
729,15.12,213.824,187.778,1065.7164,147.08925,37.3,98.352
730,15.12,213.359,187.778,1065.7164,147.05975,37.27,98.406
731,15.124,213.348,187.778,1065.7164,147.01275,37.27,98.382
732,15.122,213.142,187.778,1065.7164,147.054,37.26,98.382
733,15.122,213.489,187.778,1065.7164,147.045,37.25,98.352
734,15.12,213.716,187.778,1065.7164,147.01125,37.21,98.352
735,15.122,214.182,187.778,1065.7164,147.0275,37.18,98.382
736,15.12,213.673,187.778,1065.7164,147.07175,37.15,98.352
737,15.122,213.132,187.778,1065.7164,147.04375,37.12,98.406
738,15.12,212.569,187.778,1065.7164,147.04375,37.08,98.382
739,15.124,212.157,187.778,1065.7164,147.04225,37.04,98.382
740,15.12,211.107,187.778,1065.7164,147.076,36.99,98.382
741,15.12,210.913,187.778,1065.7164,147.088,36.97,98.352
742,15.12,210.296,187.778,1065.7164,147.03175,36.93,98.382
743,15.12,209.765,187.778,1065.7164,147.135,36.89,98.616
744,15.12,209.257,187.778,1065.7164,147.0305,36.82,99.552
745,15.12,209.43,187.778,1065.7164,147.07475,36.78,99.552
746,15.124,209.332,187.778,1065.7164,147.033,36.73,99.552
747,15.12,209.289,187.778,1065.7164,147.10425,36.69,99.552
748,15.12,208.813,187.778,1065.7164,147.08925,36.64,99.552
749,15.12,208.152,187.778,1065.7164,147.1365,36.58,99.552
750,15.122,207.644,187.778,1065.7164,147.076,36.52,99.576
751,15.122,206.886,187.778,1065.7164,147.0035,36.48,99.552
752,15.122,206.193,187.778,1065.7164,147.12175,36.44,99.552
753,15.122,205.425,187.778,1065.7164,147.12025,36.39,99.552
754,15.12,205.176,187.778,1065.7164,147.064,36.34,100.77
755,15.122,205.23,187.778,1065.7164,147.206,36.31,100.77
756,15.124,204.202,187.778,1065.7164,147.1175,36.23,99.708
757,15.122,203.054,187.778,1065.7164,147.09225,36.15,100.77
758,15.122,202.654,187.778,1065.7164,147.135,36.1,100.746
759,15.122,202.361,187.778,1065.7164,147.0775,36.08,100.434
